epoch,train loss,train acc,test acc,time
1,1.92439,0.36111,0.16667,1.891774654388428
2,0.85351,0.76667,0.16667,2.040358066558838
3,0.5195,0.86111,0.21111,2.1858646869659424
4,0.34244,0.88889,0.16667,2.329922914505005
5,0.28648,0.91667,0.16667,2.475339412689209
6,0.17405,0.95,0.16667,2.617502927780152
7,0.16749,0.92222,0.16667,2.7628698348999023
8,0.13007,0.96111,0.16667,2.908658981323242
9,0.14486,0.95556,0.16667,3.054229259490967
10,0.09281,0.96111,0.16667,3.2013776302337646
11,0.18554,0.95,0.16605,3.347976922988892
12,0.09052,0.97222,0.17037,3.4925670623779297
13,0.08008,0.97222,0.16667,3.6372694969177246
14,0.04988,0.97778,0.16667,3.7825210094451904
15,0.02524,1.0,0.17716,3.930002450942993
16,0.02727,0.99444,0.17901,4.0731940269470215
17,0.01976,0.99444,0.17346,4.219468832015991
18,0.02446,0.99444,0.17716,4.364141464233398
19,0.00855,1.0,0.18457,4.509385108947754
20,0.01165,1.0,0.21173,4.654735565185547
21,0.00649,1.0,0.2463,4.799256324768066
22,0.00501,1.0,0.28148,4.944775342941284
23,0.00777,1.0,0.32346,5.088329792022705
24,0.0071,1.0,0.37037,5.233797788619995
25,0.0053,1.0,0.40679,5.379526615142822
26,0.00184,1.0,0.44074,5.5245521068573
27,0.00388,1.0,0.47654,5.671291828155518
28,0.00393,1.0,0.51543,5.817893028259277
29,0.00243,1.0,0.5784,5.965947866439819
30,0.00941,1.0,0.65864,6.110896825790405
31,0.0011,1.0,0.70432,6.256296396255493
32,0.00064,1.0,0.77654,6.400205373764038
33,0.00146,1.0,0.84198,6.5451741218566895
34,0.00238,1.0,0.87037,6.690294504165649
35,0.0014,1.0,0.89444,6.835467576980591
36,0.00088,1.0,0.90741,6.982345104217529
37,0.00446,1.0,0.91049,7.1274497509002686
38,0.00038,1.0,0.90864,7.269373655319214
39,0.00063,1.0,0.90988,7.414053201675415
40,0.00063,1.0,0.91049,7.560625553131103
41,0.00042,1.0,0.91173,7.705592155456543
42,0.00044,1.0,0.91296,7.84884762763977
43,0.00065,1.0,0.91543,7.99322247505188
44,0.00067,1.0,0.91852,8.138629674911499
45,0.00051,1.0,0.92037,8.283002853393555
46,0.00073,1.0,0.92284,8.428115844726562
47,0.00043,1.0,0.92407,8.574382543563843
48,0.00092,1.0,0.92407,8.721172571182251
49,0.00024,1.0,0.92531,8.866987228393555
50,0.0003,1.0,0.92531,9.01336669921875
51,0.00029,1.0,0.92654,9.157055854797363
52,0.00039,1.0,0.92531,9.300587892532349
53,0.0003,1.0,0.92593,9.446532011032104
54,0.00059,1.0,0.92531,9.59032154083252
55,0.00015,1.0,0.92531,9.736547708511353
56,0.00043,1.0,0.92346,9.881608486175535
57,0.00035,1.0,0.92407,10.028497695922852
58,0.00018,1.0,0.92346,10.173775672912598
59,0.00024,1.0,0.92346,10.319937467575071
60,0.00018,1.0,0.92284,10.46439290046692
61,0.00096,1.0,0.92037,10.60633373260498
62,0.00043,1.0,0.91852,10.749695062637327
63,0.00041,1.0,0.9179,10.895162343978882
64,0.00056,1.0,0.91852,11.039161205291748
65,0.00021,1.0,0.92346,11.1853609085083
66,0.00016,1.0,0.92469,11.330460786819458
67,0.00016,1.0,0.92593,11.476263523101808
68,0.00023,1.0,0.92531,11.62147331237793
69,0.00015,1.0,0.92593,11.76680302619934
70,0.00012,1.0,0.92901,11.910404920578005
71,0.01782,0.99444,0.89074,12.0518639087677
72,0.01176,0.99444,0.89877,12.196393728256226
73,0.0186,0.99444,0.90432,12.342114686965942
74,0.02934,0.98333,0.82222,12.488174438476562
75,0.01179,1.0,0.78086,12.63429355621338
76,0.02906,0.98889,0.76235,12.78137230873108
77,0.01702,0.99444,0.72963,12.924729824066162
78,0.22936,0.95,0.83642,13.069266080856323
79,0.23206,0.95,0.43889,13.21536898612976
80,0.28917,0.94444,0.28519,13.360705375671388
81,0.03606,0.98889,0.34815,13.505611896514893
82,0.10406,0.96667,0.38889,13.65095567703247
83,0.10816,0.96667,0.58272,13.796066999435425
84,0.07256,0.98333,0.62099,13.940115451812744
85,0.1084,0.96667,0.82037,14.085227727890016
86,0.11508,0.96111,0.87099,14.23090124130249
87,0.06439,0.98333,0.49691,14.374310731887816
88,0.07991,0.96111,0.71235,14.520133018493652
89,0.03683,0.98333,0.70309,14.668327331542969
90,0.05181,0.98333,0.75185,14.81334900856018
91,0.01615,1.0,0.77222,14.960666418075562
92,0.006,1.0,0.80617,15.105931520462036
93,0.00778,1.0,0.82469,15.251463890075684
94,0.00578,1.0,0.85864,15.396708011627195
95,0.003,1.0,0.86914,15.541764736175535
96,0.00772,1.0,0.88148,15.68688178062439
97,0.00318,1.0,0.88827,15.833569526672363
98,0.00618,1.0,0.88765,15.980732202529907
99,0.0021,1.0,0.89506,16.125640630722046
100,0.00129,1.00000,0.90123,16.27245569229126
